customer_id,region,acquisition_channel,membership_tier,preferred_category,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,churned,latent_segment,recommended_action
C-01478,New South Wales,retail-store,bronze,footwear,31,4,287.31,71.83,0.312,0.205,4,133,0.08,6.8,410.85,1,Lapsing-customers,Win-back offer with service recovery
C-01479,New South Wales,search,bronze,hydration,16,8,780.64,97.58,0.112,0.101,1,33,0.606,7.9,999.22,0,Frequent-regulars,Free shipping threshold reminder
C-01480,Tasmania,paid-social,gold,hydration,25,30,4660.39,155.35,0.164,0.034,0,9,0.963,9,6384.73,0,VIP-loyalists,Early access and premium bundle
C-01481,Victoria,search,none,footwear,6,6,391.59,65.27,0.173,0.093,1,24,0.611,6.7,462.08,0,Emerging-shoppers,Second-purchase education sequence
C-01482,Queensland,referral,silver,accessories,23,17,2305.42,135.61,0.093,0,0,18,0.763,8.5,3112.32,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01483,South Australia,search,none,jackets,16,10,888.3,88.83,0.14,0.148,1,26,0.523,6.5,1137.02,0,Frequent-regulars,Free shipping threshold reminder
C-01484,South Australia,organic,none,accessories,5,3,240.98,80.33,0.207,0.073,1,25,0.621,7.2,281.95,0,Emerging-shoppers,Second-purchase education sequence
C-01485,Queensland,search,none,hydration,13,2,155.61,77.81,0.191,0.059,0,17,0.498,6.4,194.51,0,Emerging-shoppers,Second-purchase education sequence
C-01486,Tasmania,search,silver,hydration,17,13,1115.56,85.81,0.212,0.043,0,34,0.54,7.2,1439.07,0,Frequent-regulars,Free shipping threshold reminder
C-01487,Tasmania,search,none,apparel,27,12,1083.75,90.31,0.096,0.063,0,39,0.688,7.3,1506.41,0,Frequent-regulars,Free shipping threshold reminder
C-01488,Victoria,retail-store,silver,camp,24,6,385,64.17,0.289,0.214,3,138,0.063,6.3,523.6,1,Lapsing-customers,Win-back offer with service recovery
C-01489,Western Australia,organic,gold,footwear,40,23,3764.01,163.65,0,0.062,1,4,0.843,9,5721.3,0,VIP-loyalists,Early access and premium bundle
C-01490,Western Australia,paid-social,none,camp,24,14,1145.42,81.82,0.313,0.05,0,21,0.477,9.6,1557.77,0,Frequent-regulars,Free shipping threshold reminder
C-01491,Western Australia,retail-store,silver,apparel,33,5,388.76,77.75,0.276,0.213,4,119,0.207,5.1,563.7,1,Lapsing-customers,Win-back offer with service recovery
C-01492,New South Wales,retail-store,gold,apparel,34,25,4145.85,165.83,0.029,0.01,1,5,0.974,8.3,6052.94,0,VIP-loyalists,Early access and premium bundle
C-01493,Queensland,retail-store,silver,packs,27,22,2755.78,125.26,0.11,0.075,1,9,0.87,9.5,3830.53,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01494,South Australia,paid-social,none,apparel,28,9,784.15,87.13,0.268,0.025,1,25,0.408,8.4,1097.81,0,Frequent-regulars,Free shipping threshold reminder
C-01495,South Australia,paid-social,silver,footwear,7,4,303.44,75.86,0.168,0.115,0,25,0.554,9.3,361.09,1,Emerging-shoppers,Second-purchase education sequence
C-01496,Tasmania,referral,silver,hydration,5,6,469.8,78.3,0.266,0.086,1,19,0.748,6.9,549.67,0,Emerging-shoppers,Second-purchase education sequence
C-01497,South Australia,retail-store,silver,packs,29,19,2532.5,133.29,0.061,0.085,1,21,0.706,9,3570.83,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01498,Tasmania,paid-social,bronze,accessories,28,14,1217.52,86.97,0.149,0.069,1,29,0.487,7.2,1704.53,0,Frequent-regulars,Free shipping threshold reminder
C-01499,Queensland,search,none,hydration,14,12,1061.24,88.44,0.199,0.132,1,40,0.524,6.9,1337.16,0,Frequent-regulars,Free shipping threshold reminder
C-01500,Tasmania,search,none,apparel,30,6,440.05,73.34,0.291,0.134,4,143,0.187,5.7,624.87,1,Lapsing-customers,Win-back offer with service recovery
C-01501,Western Australia,paid-social,none,accessories,11,4,273.92,68.48,0.267,0.085,0,19,0.705,7.7,336.92,0,Emerging-shoppers,Second-purchase education sequence
C-01502,Tasmania,referral,gold,recovery,34,17,2355.77,138.57,0.125,0.022,1,16,0.522,7.3,3439.42,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01503,New South Wales,referral,none,jackets,18,11,1007.13,91.56,0.123,0.077,2,35,0.735,7.3,1309.27,0,Frequent-regulars,Free shipping threshold reminder
C-01504,Western Australia,retail-store,gold,accessories,28,38,6510.87,171.34,0.121,0.027,0,6,0.807,9.1,9115.22,0,VIP-loyalists,Early access and premium bundle
C-01505,Queensland,paid-social,silver,accessories,28,21,2678.25,127.54,0.092,0.059,4,23,0.79,9.1,3749.55,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01506,South Australia,search,silver,footwear,9,7,564.27,80.61,0.232,0.144,1,25,0.612,8.4,682.77,0,Emerging-shoppers,Second-purchase education sequence
C-01507,South Australia,referral,gold,jackets,34,20,2649.68,132.48,0.028,0.04,1,18,0.893,7.8,3868.53,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01508,South Australia,retail-store,bronze,hydration,25,5,364.07,72.81,0.35,0.091,4,93,0.07,6.9,498.78,1,Lapsing-customers,Win-back offer with service recovery
C-01509,Queensland,referral,gold,hydration,22,18,2523.93,140.22,0.013,0.04,0,14,0.692,7.4,3382.07,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01510,New South Wales,search,bronze,footwear,11,8,625.3,78.16,0.161,0.104,0,21,0.56,8.3,769.12,0,Emerging-shoppers,Second-purchase education sequence
C-01511,Queensland,retail-store,bronze,camp,10,3,172.79,57.6,0.245,0.126,1,28,0.631,8.8,210.8,1,Emerging-shoppers,Second-purchase education sequence
C-01512,Victoria,paid-social,silver,packs,16,18,2580.99,143.39,0.198,0.096,1,19,0.737,8.1,3303.67,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01513,South Australia,paid-social,silver,packs,7,3,201.33,67.11,0.14,0.062,2,19,0.677,7,239.58,1,Emerging-shoppers,Second-purchase education sequence
C-01514,New South Wales,referral,none,footwear,2,4,251.13,62.78,0.229,0.137,0,19,0.503,7.4,286.29,0,Emerging-shoppers,Second-purchase education sequence
C-01515,Tasmania,paid-social,bronze,packs,22,11,990.35,90.03,0.193,0.114,2,23,0.545,7.8,1327.07,0,Frequent-regulars,Free shipping threshold reminder
C-01516,New South Wales,retail-store,bronze,hydration,9,6,391.42,65.24,0.157,0.083,0,23,0.593,8.1,473.62,0,Emerging-shoppers,Second-purchase education sequence
C-01517,South Australia,referral,silver,hydration,37,17,3165.31,186.19,0.11,0.027,2,8,0.901,9.1,4716.31,1,VIP-loyalists,Early access and premium bundle
C-01518,Victoria,paid-social,bronze,recovery,32,12,961.53,80.13,0.186,0.085,0,31,0.541,8.1,1384.6,0,Frequent-regulars,Free shipping threshold reminder
C-01519,South Australia,organic,silver,footwear,30,25,3318.71,132.75,0.127,0.033,1,18,0.79,9.4,4712.57,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01520,Victoria,retail-store,silver,apparel,22,15,1837.64,122.51,0.188,0.056,2,18,0.72,8.7,2462.44,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01521,Victoria,retail-store,gold,hydration,20,21,2637.37,125.59,0.096,0.071,1,25,0.609,7.8,3481.33,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01522,New South Wales,paid-social,none,footwear,29,6,426.05,71.01,0.286,0.164,3,130,0.155,6.8,600.73,1,Lapsing-customers,Win-back offer with service recovery
C-01523,Queensland,retail-store,silver,packs,2,4,324.27,81.07,0.208,0.109,1,19,0.757,7.3,369.67,0,Emerging-shoppers,Second-purchase education sequence
C-01524,South Australia,referral,none,packs,26,7,533.24,76.18,0.343,0.19,2,147,0.225,5.5,735.87,1,Lapsing-customers,Win-back offer with service recovery
C-01525,Victoria,referral,silver,accessories,26,8,614.62,76.83,0.303,0.144,2,115,0.26,5.7,848.18,1,Lapsing-customers,Win-back offer with service recovery
C-01526,Western Australia,referral,silver,hydration,35,29,5275.4,181.91,0.106,0.056,1,1,0.741,9.8,7754.84,0,VIP-loyalists,Early access and premium bundle
C-01527,Western Australia,retail-store,silver,apparel,32,10,776.28,77.63,0.313,0.198,2,143,0.265,5.2,1117.84,1,Lapsing-customers,Win-back offer with service recovery
C-01528,Victoria,organic,none,camp,38,9,814.2,90.47,0.159,0.043,0,29,0.542,8.1,1221.3,0,Frequent-regulars,Free shipping threshold reminder
C-01529,Victoria,paid-social,silver,accessories,30,12,1703.2,141.93,0.054,0.038,1,16,0.751,9.3,2418.54,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01530,Tasmania,paid-social,bronze,camp,4,4,249.21,62.3,0.28,0.109,2,24,0.684,8.5,289.08,0,Emerging-shoppers,Second-purchase education sequence
C-01531,South Australia,organic,bronze,apparel,24,7,560.46,80.07,0.28,0.147,1,166,0.215,6,762.23,1,Lapsing-customers,Win-back offer with service recovery
C-01532,Tasmania,organic,silver,packs,19,20,2621.63,131.08,0.092,0.07,0,12,0.82,8.4,3434.34,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01533,Western Australia,search,bronze,packs,30,15,1201.97,80.13,0.209,0.111,1,32,0.501,8.4,1706.8,0,Frequent-regulars,Free shipping threshold reminder
C-01534,Victoria,paid-social,bronze,recovery,27,5,313.69,62.74,0.281,0.214,3,86,0.197,6.6,436.03,1,Lapsing-customers,Win-back offer with service recovery
C-01535,Tasmania,search,bronze,apparel,28,14,1257.57,89.83,0.213,0.089,1,24,0.684,7.4,1760.6,1,Frequent-regulars,Free shipping threshold reminder
C-01536,South Australia,organic,none,jackets,24,9,782.73,86.97,0.18,0.007,0,37,0.45,7,1064.51,0,Frequent-regulars,Free shipping threshold reminder
C-01537,Queensland,retail-store,silver,accessories,22,13,1029.85,79.22,0.21,0.099,1,36,0.593,7.7,1380,0,Frequent-regulars,Free shipping threshold reminder
C-01538,South Australia,organic,none,hydration,29,4,277.87,69.47,0.34,0.137,2,141,0.172,6,391.8,1,Lapsing-customers,Win-back offer with service recovery
C-01539,Western Australia,search,bronze,recovery,28,3,218.15,72.72,0.397,0.216,1,69,0.215,6.7,305.41,1,Lapsing-customers,Win-back offer with service recovery
C-01540,Victoria,retail-store,silver,recovery,52,34,6057.28,178.16,0.108,0.049,0,3,0.84,9.8,9933.94,0,VIP-loyalists,Early access and premium bundle
C-01541,Tasmania,paid-social,bronze,recovery,18,12,989.95,82.5,0.147,0.029,2,40,0.514,8.2,1286.93,0,Frequent-regulars,Free shipping threshold reminder
C-01542,Victoria,organic,none,footwear,9,5,396.34,79.27,0.277,0.126,0,26,0.536,8.4,479.57,0,Emerging-shoppers,Second-purchase education sequence
C-01543,Queensland,search,bronze,accessories,22,6,500.07,83.34,0.3,0.14,3,136,0.02,6.6,670.09,1,Lapsing-customers,Win-back offer with service recovery
C-01544,Western Australia,organic,gold,apparel,33,19,3295.87,173.47,0,0,1,10,0.664,9.3,4779.01,0,VIP-loyalists,Early access and premium bundle
C-01545,Tasmania,referral,none,camp,18,14,1173.26,83.8,0.166,0.097,0,30,0.709,7.3,1525.24,0,Frequent-regulars,Free shipping threshold reminder
C-01546,Western Australia,organic,bronze,accessories,21,5,348.82,69.76,0.445,0.18,3,91,0.239,6.5,463.93,0,Lapsing-customers,Win-back offer with service recovery
C-01547,South Australia,search,none,apparel,5,6,409.07,68.18,0.286,0.084,1,17,0.604,7,478.61,0,Emerging-shoppers,Second-purchase education sequence
C-01548,Queensland,search,none,recovery,5,5,308.9,61.78,0.229,0.14,2,19,0.551,7.3,361.41,0,Emerging-shoppers,Second-purchase education sequence
C-01549,Western Australia,paid-social,none,packs,15,5,390.59,78.12,0.239,0.104,1,24,0.607,8.3,496.05,0,Emerging-shoppers,Second-purchase education sequence
C-01550,Queensland,paid-social,silver,packs,38,19,2506.6,131.93,0.047,0.064,1,20,0.813,7.2,3759.9,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01551,Western Australia,paid-social,none,footwear,23,13,1065.81,81.99,0.238,0.122,2,17,0.704,8.2,1438.84,0,Frequent-regulars,Free shipping threshold reminder
C-01552,South Australia,organic,none,hydration,27,5,392.85,78.57,0.353,0.145,5,105,0.188,5.4,546.06,0,Lapsing-customers,Win-back offer with service recovery
C-01553,Western Australia,organic,gold,recovery,28,19,2294.85,120.78,0,0.061,2,15,0.53,7.5,3212.79,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01554,Queensland,referral,silver,hydration,34,7,543.75,77.68,0.287,0.15,2,119,0.02,5,793.88,0,Lapsing-customers,Win-back offer with service recovery
C-01555,Queensland,paid-social,silver,recovery,28,31,5113.57,164.95,0,0,3,3,0.823,10,7159,0,VIP-loyalists,Early access and premium bundle
C-01556,Western Australia,paid-social,silver,footwear,9,5,373.94,74.79,0.194,0.046,0,20,0.592,7.9,452.47,0,Emerging-shoppers,Second-purchase education sequence
C-01557,New South Wales,search,bronze,camp,10,6,416.66,69.44,0.159,0.087,0,17,0.733,9.6,508.33,0,Emerging-shoppers,Second-purchase education sequence
C-01558,Tasmania,paid-social,silver,footwear,19,3,172.53,57.51,0.33,0.12,2,103,0.202,5.7,226.01,0,Lapsing-customers,Win-back offer with service recovery
C-01559,Western Australia,paid-social,gold,packs,23,16,2109.59,131.85,0.135,0.077,1,13,0.542,8.9,2847.95,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01560,South Australia,retail-store,gold,jackets,34,22,3305.81,150.26,0.094,0.058,0,1,0.747,8.9,4826.48,0,VIP-loyalists,Early access and premium bundle
C-01561,Victoria,search,silver,packs,18,21,2949.51,140.45,0.33,0.028,1,11,0.683,9.7,3834.36,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01562,New South Wales,search,none,recovery,26,8,578.33,72.29,0.316,0.169,2,117,0.22,6.8,798.1,1,Lapsing-customers,Win-back offer with service recovery
C-01563,Western Australia,referral,gold,footwear,33,27,4439.76,164.44,0.06,0.059,1,7,0.874,9.4,6437.65,0,VIP-loyalists,Early access and premium bundle
C-01564,Tasmania,paid-social,none,recovery,6,4,317.59,79.4,0.231,0.057,0,19,0.557,8.6,374.76,0,Emerging-shoppers,Second-purchase education sequence
C-01565,Western Australia,referral,silver,jackets,22,13,1175.5,90.42,0.24,0.084,2,32,0.534,7.8,1575.17,0,Frequent-regulars,Free shipping threshold reminder
C-01566,New South Wales,retail-store,silver,apparel,35,28,4614.53,164.8,0.141,0.054,0,2,0.713,8.1,6783.36,0,VIP-loyalists,Early access and premium bundle
C-01567,New South Wales,paid-social,silver,footwear,17,7,602.24,86.03,0.301,0.105,1,128,0.216,6.3,776.89,1,Lapsing-customers,Win-back offer with service recovery
C-01568,South Australia,search,silver,accessories,21,6,451.27,75.21,0.232,0.224,2,136,0.108,4.9,600.19,1,Lapsing-customers,Win-back offer with service recovery
C-01569,South Australia,organic,none,hydration,22,7,559.25,79.89,0.324,0.145,3,130,0.252,4.7,749.4,1,Lapsing-customers,Win-back offer with service recovery
C-01570,Victoria,organic,silver,apparel,2,4,236.95,59.24,0.286,0.114,1,19,0.779,7.9,270.12,0,Emerging-shoppers,Second-purchase education sequence
C-01571,Queensland,paid-social,bronze,apparel,36,12,1051.72,87.64,0.207,0.074,0,36,0.555,7.9,1556.55,0,Frequent-regulars,Free shipping threshold reminder
C-01572,Queensland,search,bronze,packs,8,4,285.56,71.39,0.205,0.056,2,20,0.644,7.2,342.67,0,Emerging-shoppers,Second-purchase education sequence
C-01573,Western Australia,paid-social,silver,accessories,21,2,179.55,89.78,0.334,0.178,1,152,0.02,5,238.8,0,Lapsing-customers,Win-back offer with service recovery
C-01574,Tasmania,search,none,apparel,4,1,73.2,73.2,0.253,0.037,1,22,0.654,5.8,84.91,0,Emerging-shoppers,Second-purchase education sequence
C-01575,Victoria,paid-social,none,camp,19,5,374.69,74.94,0.302,0.182,3,80,0.238,5.9,490.84,1,Lapsing-customers,Win-back offer with service recovery
C-01576,New South Wales,retail-store,none,jackets,28,13,1109.58,85.35,0.213,0.094,3,34,0.68,8.5,1553.41,0,Frequent-regulars,Free shipping threshold reminder
C-01577,Western Australia,referral,none,jackets,18,5,374.88,74.98,0.216,0.166,1,153,0.436,5,487.34,1,Lapsing-customers,Win-back offer with service recovery
C-01578,Western Australia,organic,silver,jackets,32,26,4317.15,166.04,0.082,0.028,1,12,0.915,8.2,6216.7,0,VIP-loyalists,Early access and premium bundle
C-01579,Western Australia,referral,gold,recovery,32,33,5419.82,164.24,0.092,0.045,0,14,0.98,9,7804.54,0,VIP-loyalists,Early access and premium bundle
C-01580,Western Australia,search,silver,packs,45,27,4690.29,173.71,0.133,0.024,0,10,0.699,9.5,7363.76,0,VIP-loyalists,Early access and premium bundle
C-01581,Queensland,organic,silver,apparel,22,4,249.5,62.37,0.188,0.206,0,109,0.264,5.2,334.33,0,Lapsing-customers,Win-back offer with service recovery
C-01582,Victoria,retail-store,silver,footwear,37,26,4723.31,181.67,0.098,0.139,1,11,0.729,9.3,7037.73,0,VIP-loyalists,Early access and premium bundle
C-01583,New South Wales,search,silver,recovery,36,17,2269.23,133.48,0.112,0.072,1,19,0.651,8.1,3358.46,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01584,Queensland,paid-social,silver,accessories,23,9,748.93,83.21,0.056,0.063,0,31,0.667,7.5,1011.06,0,Frequent-regulars,Free shipping threshold reminder
C-01585,Western Australia,paid-social,none,packs,28,6,481.23,80.2,0.369,0.191,2,113,0.263,6.3,673.72,0,Lapsing-customers,Win-back offer with service recovery
C-01586,Victoria,referral,none,recovery,3,3,221.74,73.91,0.275,0.141,0,22,0.719,6.2,255,0,Emerging-shoppers,Second-purchase education sequence
C-01587,New South Wales,referral,silver,recovery,12,4,311.9,77.97,0.232,0.093,1,19,0.648,7.5,386.76,1,Emerging-shoppers,Second-purchase education sequence
C-01588,Tasmania,paid-social,silver,accessories,13,6,399.89,66.65,0.21,0.051,2,23,0.68,8.9,499.86,0,Emerging-shoppers,Second-purchase education sequence
C-01589,Western Australia,referral,bronze,packs,22,14,1120.11,80.01,0.218,0.035,1,33,0.46,7.5,1500.95,0,Frequent-regulars,Free shipping threshold reminder
C-01590,Tasmania,organic,silver,apparel,5,5,315.88,63.18,0.251,0.113,2,24,0.669,9.8,369.58,1,Emerging-shoppers,Second-purchase education sequence
C-01591,Western Australia,organic,silver,camp,25,13,1127.92,86.76,0.208,0,1,32,0.569,7,1545.25,0,Frequent-regulars,Free shipping threshold reminder
C-01592,Western Australia,search,silver,recovery,36,27,4617.23,171.01,0.022,0.018,1,9,0.98,10,6833.5,0,VIP-loyalists,Early access and premium bundle
C-01593,Queensland,paid-social,silver,packs,27,9,751.22,83.47,0.367,0.105,2,139,0.147,6.7,1044.2,1,Lapsing-customers,Win-back offer with service recovery
C-01594,Western Australia,referral,none,jackets,28,5,371.79,74.36,0.22,0.145,4,109,0.149,5.5,520.51,0,Lapsing-customers,Win-back offer with service recovery
C-01595,Victoria,referral,silver,footwear,22,23,2962.86,128.82,0.142,0.103,0,14,0.625,9.3,3970.23,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01596,Western Australia,retail-store,silver,packs,32,27,4415.54,163.54,0.042,0,2,1,0.98,9.5,6358.38,0,VIP-loyalists,Early access and premium bundle
C-01597,South Australia,paid-social,none,jackets,10,5,397.89,79.58,0.199,0.085,0,22,0.52,7.9,485.43,0,Emerging-shoppers,Second-purchase education sequence
C-01598,Victoria,paid-social,none,recovery,28,17,1391.68,81.86,0.157,0.108,2,23,0.676,7,1948.35,0,Frequent-regulars,Free shipping threshold reminder
C-01599,Victoria,paid-social,silver,hydration,22,7,590.33,84.33,0.15,0.031,0,24,0.443,5.6,791.04,0,Frequent-regulars,Free shipping threshold reminder
C-01600,Tasmania,organic,silver,hydration,20,23,3232.77,140.56,0.037,0.021,2,21,0.627,7.5,4267.26,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01601,New South Wales,organic,bronze,accessories,32,12,983.26,81.94,0.218,0.079,2,33,0.284,6.3,1415.89,0,Frequent-regulars,Free shipping threshold reminder
C-01602,Queensland,organic,none,accessories,17,13,1275.82,98.14,0.223,0.074,1,32,0.413,7.2,1645.81,1,Frequent-regulars,Free shipping threshold reminder
C-01603,New South Wales,referral,gold,jackets,21,15,1942.19,129.48,0.168,0.049,1,24,0.784,8.4,2583.11,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01604,Western Australia,paid-social,bronze,footwear,30,6,447.08,74.51,0.226,0.127,1,160,0.212,4.6,634.85,1,Lapsing-customers,Win-back offer with service recovery
C-01605,South Australia,referral,silver,accessories,7,4,325.06,81.27,0.204,0.128,0,17,0.654,7.6,386.82,0,Emerging-shoppers,Second-purchase education sequence
C-01606,Tasmania,search,silver,hydration,19,9,794.42,88.27,0.163,0.032,0,32,0.661,7.2,1040.69,0,Frequent-regulars,Free shipping threshold reminder
C-01607,South Australia,search,bronze,jackets,8,3,270.81,90.27,0.203,0.085,2,24,0.704,6.8,324.97,0,Emerging-shoppers,Second-purchase education sequence
C-01608,Western Australia,referral,none,footwear,10,5,374.49,74.9,0.338,0.05,0,20,0.641,8.1,456.88,0,Emerging-shoppers,Second-purchase education sequence
C-01609,Western Australia,paid-social,bronze,accessories,16,5,329.55,65.91,0.347,0.07,2,25,0.654,7.4,421.82,0,Emerging-shoppers,Second-purchase education sequence
C-01610,Victoria,referral,silver,jackets,32,14,1781.72,127.27,0.131,0.009,2,21,0.808,7.9,2565.68,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01611,Tasmania,referral,none,apparel,21,14,1312.77,93.77,0.183,0.145,2,18,0.665,7.1,1745.98,0,Frequent-regulars,Free shipping threshold reminder
C-01612,Western Australia,retail-store,silver,camp,26,13,1103.06,84.85,0.144,0.008,2,29,0.554,7.1,1522.22,0,Frequent-regulars,Free shipping threshold reminder
C-01613,Western Australia,referral,bronze,accessories,21,18,1513.84,84.1,0.205,0.183,0,35,0.453,7.2,2013.41,0,Frequent-regulars,Free shipping threshold reminder
C-01614,Western Australia,organic,none,accessories,39,12,983.71,81.98,0.107,0.069,2,22,0.618,7.9,1485.4,0,Frequent-regulars,Free shipping threshold reminder
C-01615,Victoria,referral,silver,packs,31,20,2568.73,128.44,0.121,0,0,20,0.808,7.9,3673.28,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01616,Victoria,paid-social,none,footwear,23,4,282.78,70.69,0.213,0.127,1,191,0.143,5.6,381.75,1,Lapsing-customers,Win-back offer with service recovery
C-01617,Tasmania,paid-social,none,jackets,33,4,316.78,79.19,0.207,0.124,2,127,0.188,7.7,459.33,0,Lapsing-customers,Win-back offer with service recovery
C-01618,Tasmania,retail-store,silver,jackets,5,3,244.06,81.35,0.277,0.027,1,25,0.465,6.9,285.55,0,Emerging-shoppers,Second-purchase education sequence
C-01619,Victoria,referral,bronze,hydration,26,4,256.06,64.02,0.272,0.137,2,98,0.116,6,353.36,1,Lapsing-customers,Win-back offer with service recovery
C-01620,Victoria,search,none,packs,23,6,411.43,68.57,0.389,0.205,3,147,0.168,5.2,555.43,0,Lapsing-customers,Win-back offer with service recovery
C-01621,Tasmania,search,none,accessories,15,6,449.1,74.85,0.315,0.185,3,94,0.321,6.6,570.36,0,Lapsing-customers,Win-back offer with service recovery
C-01622,Tasmania,retail-store,silver,camp,29,9,649.62,72.18,0.338,0.155,3,152,0.1,6,915.96,0,Lapsing-customers,Win-back offer with service recovery
C-01623,Western Australia,organic,silver,jackets,8,6,414.47,69.08,0.273,0.111,1,24,0.639,7.7,497.36,0,Emerging-shoppers,Second-purchase education sequence
C-01624,Western Australia,search,silver,jackets,2,6,411.03,68.51,0.261,0.072,0,28,0.777,7.6,468.57,1,Emerging-shoppers,Second-purchase education sequence
C-01625,New South Wales,organic,silver,jackets,23,18,2327.32,129.3,0.09,0.089,1,20,0.712,7.9,3141.88,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01626,Queensland,paid-social,none,accessories,11,14,1219.74,87.12,0.191,0.092,2,31,0.505,7.3,1500.28,0,Frequent-regulars,Free shipping threshold reminder
C-01627,Tasmania,paid-social,gold,recovery,34,22,2856.4,129.84,0.116,0.01,3,10,0.619,8.3,4170.34,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01628,Western Australia,retail-store,gold,jackets,37,16,2576.11,161.01,0.077,0.017,2,11,0.778,9,3838.4,0,VIP-loyalists,Early access and premium bundle
C-01629,Tasmania,organic,bronze,packs,13,4,259.04,64.76,0.213,0.052,1,12,0.686,8.1,323.8,0,Emerging-shoppers,Second-purchase education sequence
C-01630,South Australia,retail-store,silver,apparel,19,13,1001.67,77.05,0.139,0.108,0,24,0.739,6.9,1312.19,1,Frequent-regulars,Free shipping threshold reminder
C-01631,Tasmania,retail-store,silver,camp,24,17,2269.7,133.51,0.174,0.081,2,17,0.757,8.5,3086.79,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01632,Victoria,organic,silver,recovery,6,3,193.22,64.41,0.184,0.132,1,23,0.78,9.5,228,0,Emerging-shoppers,Second-purchase education sequence
C-01633,New South Wales,organic,silver,recovery,22,10,904.81,90.48,0.226,0.086,1,28,0.629,5.6,1212.45,0,Frequent-regulars,Free shipping threshold reminder
C-01634,Victoria,organic,none,recovery,32,6,437.04,72.84,0.33,0.176,4,120,0.196,5.7,629.34,1,Lapsing-customers,Win-back offer with service recovery
C-01635,Victoria,paid-social,none,camp,13,6,457.19,76.2,0.239,0.1,0,28,0.502,7.8,571.49,0,Emerging-shoppers,Second-purchase education sequence
C-01636,Queensland,search,bronze,camp,13,2,157.11,78.56,0.177,0.153,0,26,0.662,9.1,196.39,0,Emerging-shoppers,Second-purchase education sequence
C-01637,Queensland,paid-social,bronze,accessories,13,6,453.83,75.64,0.368,0.13,2,164,0.214,6.6,567.29,0,Lapsing-customers,Win-back offer with service recovery
C-01638,Victoria,paid-social,silver,accessories,20,22,2839.38,129.06,0.049,0.081,1,14,0.794,8.6,3747.98,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01639,Western Australia,referral,silver,footwear,18,9,1073.87,119.32,0.153,0.05,1,21,0.64,7.9,1396.03,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01640,Western Australia,paid-social,none,hydration,34,10,927.82,92.78,0.29,0.121,2,31,0.635,7.2,1354.62,1,Frequent-regulars,Free shipping threshold reminder
C-01641,Victoria,organic,bronze,apparel,8,4,255.6,63.9,0.147,0.048,2,15,0.62,6.9,306.72,0,Emerging-shoppers,Second-purchase education sequence
C-01642,South Australia,referral,none,hydration,14,2,169.83,84.91,0.232,0.128,0,20,0.794,7.9,213.99,0,Emerging-shoppers,Second-purchase education sequence
C-01643,Western Australia,paid-social,gold,hydration,31,25,4247.27,169.89,0.056,0.046,1,8,0.829,8.4,6073.6,0,VIP-loyalists,Early access and premium bundle
C-01644,New South Wales,paid-social,silver,footwear,27,15,1919.73,127.98,0.173,0.096,1,29,0.877,8.8,2668.42,0,High-value-loyalists,Loyalty upgrade with category cross-sell
C-01645,Western Australia,search,bronze,accessories,2,5,356.43,71.29,0.218,0.02,2,12,0.419,8,406.33,1,Emerging-shoppers,Second-purchase education sequence
C-01646,Western Australia,paid-social,none,camp,19,7,537.49,76.78,0.2,0.163,1,148,0.19,5.6,704.11,1,Lapsing-customers,Win-back offer with service recovery
C-01647,Victoria,referral,none,packs,21,7,517.74,73.96,0.325,0.204,2,104,0.09,6.8,688.59,0,Lapsing-customers,Win-back offer with service recovery
C-01648,Western Australia,organic,silver,packs,26,9,702.45,78.05,0.305,0.156,1,154,0.177,5.6,969.38,1,Lapsing-customers,Win-back offer with service recovery
